address,lat_tweet,long_tweet,lat_trunc,long_trunc,created,text,long,lat,group,order,region,subregion
"150 fingerboard Rd, Staten",40.6068897,-74.0668946,40.6,-74.1,2019-01-13T08:15:46Z,Staten Island *88-75-0651* 150 fingerboard Rd. Fire in a 1 story commercial,-74.08344268798828,40.58832931518555,3,313,new york,staten island
"150 fingerboard Rd, Staten",40.6068897,-74.0668946,40.6,-74.1,2019-01-13T08:15:46Z,Staten Island *88-75-0651* 150 fingerboard Rd. Fire in a 1 story commercial,-74.12928009033203,40.553951263427734,3,314,new york,staten island
NA,NA,NA,NA,NA,2019-01-13T03:10:35Z,Firefighter in harassment suit threatened to kill fellow Bravest 3 times: court records https://t.co/1RI9EEhOx5,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2019-01-13T02:33:46Z,"Mom whose tot started deadly Bronx fire sues for $1B from stove maker, city https://t.co/QjlTWhZVt1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2019-01-13T00:24:44Z,Much love &amp; appreciation to the #NYPD @NYCPBA @SBANYPD Pat Lynch &amp; all other NYPD yesterday for their support as we… https://t.co/L380pPJQQw,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2019-01-12T22:09:36Z,FCC: New York is siphoning millions meant for emergency communications https://t.co/gfrEWIQc52,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2019-01-12T21:46:34Z,God bless the #NYPD https://t.co/z25Aun01wg,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2019-01-12T14:12:38Z,Pregnant FDNY worker to de Blasio: Why don’t I get maternity leave? https://t.co/1h8uNpYwJu,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2019-01-12T13:41:17Z,I still can't believe John is gone... https://t.co/w9QQfQHuOH,NA,NA,NA,NA,NA,NA
"435 E 52 St x 1 Ave, Manhattan",40.7545188,-73.9634509,40.8,-74,2019-01-12T10:29:35Z,Manhattan 10-77*66-75-877* 435 E 52 St x 1 Ave. BC08 has a fire out the windows on the 9th floor,-73.95166015625,40.777408599853516,1,3,new york,manhattan
"435 E 52 St x 1 Ave, Manhattan",40.7545188,-73.9634509,40.8,-74,2019-01-12T10:29:35Z,Manhattan 10-77*66-75-877* 435 E 52 St x 1 Ave. BC08 has a fire out the windows on the 9th floor,-73.96311950683594,40.75448989868164,1,4,new york,manhattan
"435 E 52 St x 1 Ave, Manhattan",40.7545188,-73.9634509,40.8,-74,2019-01-12T10:29:35Z,Manhattan 10-77*66-75-877* 435 E 52 St x 1 Ave. BC08 has a fire out the windows on the 9th floor,-74.00322723388672,40.76594543457031,1,10,new york,manhattan
"435 E 52 St x 1 Ave, Manhattan",40.7545188,-73.9634509,40.8,-74,2019-01-12T10:29:35Z,Manhattan 10-77*66-75-877* 435 E 52 St x 1 Ave. BC08 has a fire out the windows on the 9th floor,-73.974578857421875,40.79459762573242,1,11,new york,manhattan
"435 E 52 St x 1 Ave, Manhattan",40.7545188,-73.9634509,40.8,-74,2019-01-12T10:29:35Z,Manhattan 10-77*66-75-877* 435 E 52 St x 1 Ave. BC08 has a fire out the windows on the 9th floor,-73.95166015625,40.83470153808594,1,12,new york,manhattan
NA,NA,NA,NA,NA,2019-01-11T22:38:58Z,"From #NYPD avaition. We will always remember Steven Pollard, Canarsie's Bravest, New York City's Bravest. #FDNY… https://t.co/iJ4fgyujV2",NA,NA,NA,NA,NA,NA
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-73.9688491821289,40.737300872802734,1,5,new york,manhattan
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-73.974578857421875,40.7258415222168,1,6,new york,manhattan
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-74.00322723388672,40.71438217163086,1,7,new york,manhattan
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-74.020416259765625,40.70865249633789,1,8,new york,manhattan
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-74.026153564453125,40.72010803222656,1,9,new york,manhattan
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-74.026153564453125,40.66281509399414,4,423,new york,long island
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-74.01468658447266,40.67427444458008,4,424,new york,long island
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-73.99176788330078,40.68000411987305,4,425,new york,long island
"1 E 33 Street, Manhattan",40.7477792,-73.9848782,40.7,-74,2019-01-11T21:32:06Z,Manhattan *66-75-0696* 1 E 33 Street. Fre in the ductwork,-73.9688491821289,40.69719314575195,4,426,new york,long island
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-73.9688491821289,40.737300872802734,1,5,new york,manhattan
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-73.974578857421875,40.7258415222168,1,6,new york,manhattan
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-74.00322723388672,40.71438217163086,1,7,new york,manhattan
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-74.020416259765625,40.70865249633789,1,8,new york,manhattan
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-74.026153564453125,40.72010803222656,1,9,new york,manhattan
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-74.026153564453125,40.66281509399414,4,423,new york,long island
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-74.01468658447266,40.67427444458008,4,424,new york,long island
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-73.99176788330078,40.68000411987305,4,425,new york,long island
"395 Ave of Americas, Manhattan",40.7334106,-74.0000589,40.7,-74,2019-01-11T21:31:06Z,Manhattan *66-75-0389* 395 Ave of Americas. Fire top floor of 3-story mixed occupancy,-73.9688491821289,40.69719314575195,4,426,new york,long island
"100 W 82 St off Columbus Ave, Manhattan",40.7839758,-73.9745045,40.8,-74,2019-01-11T17:00:19Z,Manhattan **66-22-1135**2nd Alarm** 100 W 82 St off Columbus Ave. Fire in a multiple dwelling. E-74 &amp; L-25 1st due.,-73.95166015625,40.777408599853516,1,3,new york,manhattan
"100 W 82 St off Columbus Ave, Manhattan",40.7839758,-73.9745045,40.8,-74,2019-01-11T17:00:19Z,Manhattan **66-22-1135**2nd Alarm** 100 W 82 St off Columbus Ave. Fire in a multiple dwelling. E-74 &amp; L-25 1st due.,-73.96311950683594,40.75448989868164,1,4,new york,manhattan
"100 W 82 St off Columbus Ave, Manhattan",40.7839758,-73.9745045,40.8,-74,2019-01-11T17:00:19Z,Manhattan **66-22-1135**2nd Alarm** 100 W 82 St off Columbus Ave. Fire in a multiple dwelling. E-74 &amp; L-25 1st due.,-74.00322723388672,40.76594543457031,1,10,new york,manhattan
"100 W 82 St off Columbus Ave, Manhattan",40.7839758,-73.9745045,40.8,-74,2019-01-11T17:00:19Z,Manhattan **66-22-1135**2nd Alarm** 100 W 82 St off Columbus Ave. Fire in a multiple dwelling. E-74 &amp; L-25 1st due.,-73.974578857421875,40.79459762573242,1,11,new york,manhattan
"100 W 82 St off Columbus Ave, Manhattan",40.7839758,-73.9745045,40.8,-74,2019-01-11T17:00:19Z,Manhattan **66-22-1135**2nd Alarm** 100 W 82 St off Columbus Ave. Fire in a multiple dwelling. E-74 &amp; L-25 1st due.,-73.95166015625,40.83470153808594,1,12,new york,manhattan
NA,NA,NA,NA,NA,2019-01-10T22:31:03Z,Lt Brady send off after 38 yrs https://t.co/WQgIESXLmE,NA,NA,NA,NA,NA,NA
Manhattan,40.7830603,-73.9712488,40.8,-74,2019-01-10T14:42:28Z,Manhattan Boro Commander Chief Gala giving Lt Pat Brady a fairwell speech. Lt Brady is working his last tour today… https://t.co/lqHq4SUAC4,-73.95166015625,40.777408599853516,1,3,new york,manhattan
Manhattan,40.7830603,-73.9712488,40.8,-74,2019-01-10T14:42:28Z,Manhattan Boro Commander Chief Gala giving Lt Pat Brady a fairwell speech. Lt Brady is working his last tour today… https://t.co/lqHq4SUAC4,-73.96311950683594,40.75448989868164,1,4,new york,manhattan
Manhattan,40.7830603,-73.9712488,40.8,-74,2019-01-10T14:42:28Z,Manhattan Boro Commander Chief Gala giving Lt Pat Brady a fairwell speech. Lt Brady is working his last tour today… https://t.co/lqHq4SUAC4,-74.00322723388672,40.76594543457031,1,10,new york,manhattan
Manhattan,40.7830603,-73.9712488,40.8,-74,2019-01-10T14:42:28Z,Manhattan Boro Commander Chief Gala giving Lt Pat Brady a fairwell speech. Lt Brady is working his last tour today… https://t.co/lqHq4SUAC4,-73.974578857421875,40.79459762573242,1,11,new york,manhattan
Manhattan,40.7830603,-73.9712488,40.8,-74,2019-01-10T14:42:28Z,Manhattan Boro Commander Chief Gala giving Lt Pat Brady a fairwell speech. Lt Brady is working his last tour today… https://t.co/lqHq4SUAC4,-73.95166015625,40.83470153808594,1,12,new york,manhattan
NA,NA,NA,NA,NA,2019-01-10T13:35:58Z,"The Collation for FF Pollard L-170
Aviator Sports located at Floyd Bennett Field 3159 Flatbush Av.
Following funera… https://t.co/jDYb1Z0RdJ",NA,NA,NA,NA,NA,NA
