long,lat,group,order,region,subregion,lat_trunc,long_trunc
-73.76831817626953,40.56541061401367,4,401,new york,long island,40.6,-73.8
-73.81415557861328,40.56541061401367,4,402,new york,long island,40.6,-73.8
-73.85426330566406,40.553951263427734,4,403,new york,long island,40.6,-73.9
-73.882904052734375,40.54822540283203,4,404,new york,long island,40.5,-73.9
-73.91155242919922,40.553951263427734,4,405,new york,long island,40.6,-73.9
-73.90010070800781,40.56541061401367,4,406,new york,long island,40.6,-73.9
-73.86571502685547,40.57686996459961,4,407,new york,long island,40.6,-73.9
-73.82560729980469,40.58832931518555,4,408,new york,long island,40.6,-73.8
-73.791229248046875,40.59406280517578,4,409,new york,long island,40.6,-73.8
-73.77977752685547,40.61124801635742,4,410,new york,long island,40.6,-73.8
-73.77977752685547,40.62270736694336,4,411,new york,long island,40.6,-73.8
-73.796966552734375,40.639896392822266,4,412,new york,long island,40.6,-73.8
-73.83133697509766,40.6341667175293,4,413,new york,long island,40.6,-73.8
-73.86571502685547,40.6341667175293,4,414,new york,long island,40.6,-73.9
-73.89437103271484,40.62270736694336,4,415,new york,long island,40.6,-73.9
-73.92301177978516,40.61124801635742,4,416,new york,long island,40.6,-73.9
-73.94593048095703,40.58259963989258,4,417,new york,long island,40.6,-73.9
-73.95738983154297,40.56541061401367,4,418,new york,long island,40.6,-74
-74.00322723388672,40.58259963989258,4,419,new york,long island,40.6,-74
-74.00322723388672,40.60551834106445,4,420,new york,long island,40.6,-74
-74.00895690917969,40.62270736694336,4,421,new york,long island,40.6,-74
-74.020416259765625,40.645626068115234,4,422,new york,long island,40.6,-74
-74.026153564453125,40.66281509399414,4,423,new york,long island,40.7,-74
-74.01468658447266,40.67427444458008,4,424,new york,long island,40.7,-74
-73.99176788330078,40.68000411987305,4,425,new york,long island,40.7,-74
-73.9688491821289,40.69719314575195,4,426,new york,long island,40.7,-74
-73.94593048095703,40.72010803222656,4,427,new york,long island,40.7,-73.9
-73.91155242919922,40.77167892456055,4,428,new york,long island,40.8,-73.9
-73.888641357421875,40.76594543457031,4,429,new york,long island,40.8,-73.9
-73.86571502685547,40.75448989868164,4,430,new york,long island,40.8,-73.9
-73.8485336303711,40.760215759277344,4,431,new york,long island,40.8,-73.8
-73.83133697509766,40.777408599853516,4,432,new york,long island,40.8,-73.8
-73.81415557861328,40.80032730102539,4,433,new york,long island,40.8,-73.8
-73.80842590332031,40.78313446044922,4,434,new york,long island,40.8,-73.8
-73.7740478515625,40.77167892456055,4,435,new york,long island,40.8,-73.8
-73.76258850097656,40.777408599853516,4,436,new york,long island,40.8,-73.8
-73.7568588256836,40.80032730102539,4,437,new york,long island,40.8,-73.8
-73.73394012451172,40.80032730102539,4,438,new york,long island,40.8,-73.7
-73.72248077392578,40.806053161621094,4,439,new york,long island,40.8,-73.7
-73.72248077392578,40.83470153808594,4,440,new york,long island,40.8,-73.7
-73.705291748046875,40.846160888671875,4,441,new york,long island,40.8,-73.7
-73.682373046875,40.84043502807617,4,442,new york,long island,40.8,-73.7
-73.6651840209961,40.8175163269043,4,443,new york,long island,40.8,-73.7
-73.659454345703125,40.8232421875,4,444,new york,long island,40.8,-73.7
-73.659454345703125,40.83470153808594,4,445,new york,long island,40.8,-73.7
-73.6651840209961,40.851890563964844,4,446,new york,long island,40.9,-73.7
-73.63080596923828,40.88053894042969,4,447,new york,long island,40.9,-73.6
-73.56204986572266,40.90918731689453,4,448,new york,long island,40.9,-73.6
-73.53340911865234,40.90345764160156,4,449,new york,long island,40.9,-73.5
-73.51048278808594,40.87480926513672,4,450,new york,long island,40.9,-73.5
-73.481842041015625,40.891998291015625,4,451,new york,long island,40.9,-73.5
-73.49329376220703,40.9149169921875,4,452,new york,long island,40.9,-73.5
-73.481842041015625,40.932106018066406,4,453,new york,long island,40.9,-73.5
-73.46464538574219,40.937835693359375,4,454,new york,long island,40.9,-73.5
-73.41880798339844,40.90918731689453,4,455,new york,long island,40.9,-73.4
-73.390167236328125,40.90918731689453,4,456,new york,long island,40.9,-73.4
-73.37297058105469,40.932106018066406,4,457,new york,long island,40.9,-73.4
-73.35005950927734,40.932106018066406,4,458,new york,long island,40.9,-73.4
-73.23546600341797,40.90918731689453,4,459,new york,long island,40.9,-73.2
-73.20108795166016,40.9149169921875,4,460,new york,long island,40.9,-73.2
-73.17243957519531,40.92637252807617,4,461,new york,long island,40.9,-73.2
-73.16670989990234,40.96075439453125,4,462,new york,long island,41,-73.2
-73.13233184814453,40.97220993041992,4,463,new york,long island,41,-73.1
-73.09222412109375,40.95502471923828,4,464,new york,long island,41,-73.1
-72.96617126464844,40.95502471923828,4,465,new york,long island,41,-73
-72.81720733642578,40.96648025512695,4,466,new york,long island,41,-72.8
-72.7026138305664,40.97220993041992,4,467,new york,long island,41,-72.7
-72.63385772705078,40.98939895629883,4,468,new york,long island,41,-72.6
-72.576568603515625,41.0123176574707,4,469,new york,long island,41,-72.6
-72.50208282470703,41.05815505981445,4,470,new york,long island,41.1,-72.5
-72.42186737060547,41.109718322753906,4,471,new york,long island,41.1,-72.4
-72.341644287109375,41.144100189208984,4,472,new york,long island,41.1,-72.3
-72.3072738647461,41.155555725097656,4,473,new york,long island,41.2,-72.3
-72.26143646240234,41.144100189208984,4,474,new york,long island,41.1,-72.3
-72.26716613769531,41.13263702392578,4,475,new york,long island,41.1,-72.3
-72.29008483886719,41.12118148803711,4,476,new york,long island,41.1,-72.3
-72.341644287109375,41.12691116333008,4,477,new york,long island,41.1,-72.3
-72.35884094238281,41.098262786865234,4,478,new york,long island,41.1,-72.4
-72.393218994140625,41.08107376098633,4,479,new york,long island,41.1,-72.4
-72.42186737060547,41.06961441040039,4,480,new york,long island,41.1,-72.4
-72.4161376953125,41.02950668334961,4,481,new york,long island,41,-72.4
-72.45051574707031,41.023780822753906,4,482,new york,long island,41,-72.5
-72.47342681884766,40.9951286315918,4,483,new york,long island,41,-72.5
-72.50208282470703,40.983673095703125,4,484,new york,long island,41,-72.5
-72.530731201171875,40.983673095703125,4,485,new york,long island,41,-72.5
-72.54791259765625,40.97220993041992,4,486,new york,long island,41,-72.5
-72.56510162353516,40.94929122924805,4,487,new york,long island,40.9,-72.6
-72.58802032470703,40.937835693359375,4,488,new york,long island,40.9,-72.6
-72.63385772705078,40.932106018066406,4,489,new york,long island,40.9,-72.6
-72.63385772705078,40.9149169921875,4,490,new york,long island,40.9,-72.6
-72.616668701171875,40.90918731689453,4,491,new york,long island,40.9,-72.6
-72.570831298828125,40.90918731689453,4,492,new york,long island,40.9,-72.6
-72.54219055175781,40.897727966308594,4,493,new york,long island,40.9,-72.5
-72.53646087646484,40.87480926513672,4,494,new york,long island,40.9,-72.5
-72.55364227294922,40.851890563964844,4,495,new york,long island,40.9,-72.6
-72.50780487060547,40.851890563964844,4,496,new york,long island,40.9,-72.5
-72.46769714355469,40.86907958984375,4,497,new york,long island,40.9,-72.5
-72.49635314941406,40.897727966308594,4,498,new york,long island,40.9,-72.5
